feature1,feature2,feature3,label
0,197,7203,0
0,206,752,0
0,201,5552,0
0,234,10343,0
0,233,1053,0
0,326,1167,0
0,348,2056,0
0,266,203,0
0,259,3890,0
0,231,16548,0
0,300,321,0
0,234,3248,0
0,212,1782,0
0,215,1108,0
0,325,284,0
0,241,11752,0
0,285,5930,0
0,336,3494,0
0,235,353,0
0,298,189,0
0,207,2592,0
0,147,29706,0
0,287,12868,0
0,224,309,0
0,225,2663,0
0,332,5592,0
0,346,505,0
0,313,265,0
0,228,1518,0
0,338,268,0
0,293,767,0
0,215,4061,0
0,333,1651,0
0,260,285,0
0,301,2698,0
0,224,851,0
0,341,420,0
0,282,773,0
0,221,395,0
0,297,2649,0
0,323,770,0
0,208,307,0
0,235,274,0
0,300,2239,0
0,238,2650,0
0,248,1470,0
0,198,810,0
0,304,8773,0
0,226,1039,0
0,290,2215,0
0,216,292,0
0,250,396,0
0,295,32099,0
0,294,1600,0
0,233,430,0
0,301,792,0
0,341,2936,0
0,335,1211,0
0,223,274,0
0,169,5620,0
0,54540,8314,1
0,327,15233,0
0,239,330,0
0,301,8481,0
0,207,2055,0
0,212,771,0
0,297,280,0
0,284,1092,0
0,325,8743,0
0,231,14688,0
0,375,3932,0
0,220,21953,0
0,194,4054,0
0,324,1187,0
0,205,296,0
11,297,465,0
0,233,940,0
0,227,268,0
0,304,767,0
0,206,1334,0
0,286,933,0
0,218,7011,0
0,303,1863,0
0,279,6707,0
0,272,345,0
0,226,304,0
0,228,314,0
0,236,29148,0
0,193,1220,0
0,216,2354,0
0,198,2053,0
0,304,706,0
0,310,16423,0
0,306,782,0
0,331,1643,0
0,221,421,0
0,229,44673,0
0,181,2467,0
0,232,1890,0
0,207,842,0
0,302,891,0
0,209,3082,0
0,280,2071,0
0,199,765,0
0,299,4280,0
0,318,4759,0
0,287,3058,0
0,291,1193,0
0,269,1588,0
0,321,247,0
0,208,6993,0
0,298,1498,0
0,336,435,0
0,264,35110,0
0,301,1075,0
0,290,824,0
0,215,7208,0
0,303,13380,0
0,226,935,0
0,203,1329,0
0,210,3502,0
0,224,2739,0
0,271,2364,0
0,300,2713,0
0,199,5439,0
0,537,6787,0
0,206,325,0
0,288,294,0
0,376,428,0
0,261,519,0
0,250,293,0
0,248,1429,0
0,304,2698,0
0,321,1432,0
0,316,292,0
0,316,2246,0
0,182,871,0
0,206,998,0
0,143,133,0
0,156,4030,0
0,254,2179,0
0,212,2120,0
0,317,3166,0
0,206,8678,0
0,242,2725,0
0,220,7817,0
0,340,3279,0
0,168,16393,0
0,248,1681,0
0,223,13060,0
0,339,488,0
0,298,12746,0
0,322,1049,0
0,214,769,0
0,226,760,0
0,334,657,0
0,221,7745,0
0,284,517,0
0,177,16748,0
0,242,973,0
0,213,7609,0
0,294,1048,0
0,228,2701,0
0,261,940,0
0,306,835,0
0,216,1484,0
0,188,12414,0
0,250,4080,0
0,202,1748,0
0,307,6415,0
0,251,948,0
0,241,1548,0
0,269,5181,0
0,272,759,0
0,294,1694,0
0,213,1336,0
0,371,2350,0
0,247,850,0
0,316,405,0
0,212,2917,0
0,206,7509,0
0,207,60,0
0,320,2808,0
0,341,1972,0
0,234,1867,0
0,338,283,0
0,307,1211,0
0,299,2402,0
0,266,5627,0
0,221,10304,0
0,290,246,0
0,317,10862,0
0,246,392,0
0,196,432,0
0,297,318,0
0,229,299,0
0,308,191,0
0,219,269,0
0,221,9257,0
0,207,1929,0
0,231,2014,0
0,211,3876,0
0,302,2171,0
0,277,525,0
0,230,17644,0
0,254,244,0
0,285,1576,0
0,302,1380,0
0,235,866,0
0,208,682,0
0,281,1946,0
0,219,2367,0
0,215,454,0
0,308,5755,0
0,152,8718,0
0,159,990,0
0,208,4397,0
0,330,5200,0
0,210,7373,0
0,221,22403,0
0,237,6083,0
0,175,230,0
0,315,261,0
0,206,8773,0
0,239,488,0
0,355,1417,0
0,212,607,0
0,323,12002,0
0,252,12239,0
0,304,2245,0
0,235,800,0
0,297,5929,0
0,243,7333,0
0,241,397,0
0,279,22418,0
0,285,293,0
0,297,753,0
0,242,406,0
0,271,2874,0
0,291,11521,0
0,282,617,0
0,227,15079,0
0,314,635,0
0,262,611,0
0,340,314,0
0,233,7292,0
0,243,283,0
0,337,1158,0
0,224,2288,0
0,222,1165,0
0,208,248,0
0,251,50944,0
0,250,261,0
0,220,415,0
0,299,8657,0
0,208,2431,0
0,308,3222,0
0,224,11111,0
0,340,283,0
0,200,5578,0
0,228,531,0
0,332,2129,0
0,316,757,0
0,220,3038,0
0,285,788,0
0,311,2698,0
0,153,1078,0
0,260,238,0
0,294,1788,0
0,337,674,0
0,211,6107,0
0,337,2553,0
0,216,511,0
0,282,21017,0
0,246,1165,0
0,249,1150,0
0,185,2548,0
0,228,492,0
0,288,2106,0
0,287,4387,0
0,326,532,0
0,286,683,0
0,225,891,0
0,324,1509,0
0,296,3558,0
0,201,496,0
0,337,3830,0
0,251,4322,0
0,305,3222,0
0,303,2239,0
0,348,816,0
0,210,1108,0
0,228,2802,0
0,221,11200,0
0,175,311,0
0,184,1619,0
0,212,924,0
0,301,774,0
0,248,4623,0
0,219,5280,0
0,320,1581,0
0,232,1466,0
0,289,1484,0
0,317,24716,0
0,207,332,0
0,376,2655,0
0,199,939,0
0,237,986,0
0,207,1342,0
0,179,2946,0
0,199,511,0
0,228,1315,0
0,323,1074,0
0,208,758,0
0,336,11719,0
0,225,10625,0
0,218,402,0
0,303,253,0
0,360,1053,0
0,248,7029,0
0,348,5215,0
0,288,1402,0
0,218,961,0
0,204,280,0
0,225,1892,0
0,232,2280,0
0,336,807,0
0,212,2531,0
0,221,1215,0
0,297,1263,0
0,346,676,0
0,227,498,0
0,307,2239,0
0,337,481,0
0,329,403,0
0,213,677,0
0,206,687,0
0,145,4721,0
0,326,1232,0
0,224,9986,0
0,306,763,0
0,199,337,0
0,300,1380,0
0,331,1886,0
0,237,333,0
0,281,296,0
0,279,14093,0
0,242,1579,0
0,262,5361,0
0,219,1551,0
0,210,9544,0
0,328,1032,0
0,306,1075,0
0,244,269,0
0,245,392,0
0,206,770,0
0,221,944,0
0,204,835,0
0,229,575,0
0,529,15273,0
0,215,6008,0
0,229,1327,0
0,349,327,0
0,317,28082,0
0,243,1451,0
0,327,396,0
0,239,1408,0
0,206,2534,0
0,371,1511,0
0,211,24572,0
0,264,349,0
0,155,2059,0
0,202,1475,0
0,237,8233,0
0,319,807,0
0,191,944,0
0,295,770,0
0,288,267,0
0,54540,8314,1
0,261,6221,0
0,162,20187,0
0,233,3267,0
0,270,20805,0
0,145,4721,0
0,331,5055,0
0,334,2684,0
0,297,526,0
0,346,2799,0
0,228,7701,0
0,325,270,0
0,286,1335,0
0,284,1415,0
0,238,10378,0
0,239,3353,0
0,370,6137,0
0,284,1913,0
0,311,488,0
0,213,4864,0
0,215,2055,0
0,263,267,0
0,231,13408,0
0,228,354,0
0,233,654,0
0,164,1967,0
0,211,425,0
0,226,7478,0
0,243,1717,0
0,340,8557,0
0,372,9597,0
0,304,1423,0
0,229,1451,0
0,355,6343,0
0,206,5435,0
0,194,2446,0
0,342,285,0
0,322,676,0
0,242,290,0
0,203,398,0
0,226,5790,0
0,232,2280,0
0,230,660,0
0,144,2954,0
0,203,1311,0
0,218,3338,0
0,212,1757,0
0,222,2016,0
0,208,273,0
0,348,1575,0
0,340,285,0
0,216,9345,0
0,321,1193,0
0,229,7414,0
0,244,8454,0
0,244,301,0
0,317,7507,0
0,320,270,0
0,200,354,0
0,361,240,0
0,297,4032,0
0,226,7489,0
0,222,940,0
0,188,452,0
0,332,1262,0
0,239,1408,0
0,313,1972,0
0,194,609,0
0,213,1164,0
0,304,1046,0
0,175,7218,0
0,307,5396,0
0,298,400,0
0,281,1993,0
0,188,313,0
0,259,11403,0
0,291,741,0
0,212,6153,0
0,228,606,0
0,164,10774,0
0,294,997,0
0,319,9472,0
0,340,1120,0
0,205,1721,0
0,342,36695,0
0,237,758,0
0,273,49925,0
0,228,1451,0
0,334,277,0
0,170,4937,0
0,230,45273,0
0,236,1695,0
0,254,7071,0
0,217,23622,0
0,203,6776,0
0,211,3200,0
0,289,6329,0
0,199,4825,0
0,285,1079,0
0,231,1461,0
0,215,1108,0
0,205,12325,0
0,282,1493,0
0,155,17623,0
0,345,5332,0
0,370,1275,0
0,314,382,0
0,248,281,0
0,330,682,0
0,218,1084,0
0,193,759,0
0,224,4624,0
0,216,420,0
0,144,1821,0
0,229,1237,0
0,198,12161,0
0,303,4823,0
0,287,609,0
0,244,617,0
0,242,5816,0
0,307,1752,0
0,223,1214,0
0,210,4418,0
0,290,15080,0
0,198,2424,0
0,258,1541,0
0,312,7055,0
0,210,444,0
0,277,1624,0
0,152,6084,0
0,343,347,0
0,201,1196,0
0,270,10333,0
0,209,12884,0
0,294,2608,0
0,222,587,0
0,237,354,0
0,195,9345,0
0,193,1069,0
0,328,321,0
0,249,2311,0
0,236,1405,0
0,194,290,0
0,309,731,0
0,235,1380,0
0,333,282,0
0,290,269,0
0,151,511,0
0,206,2308,0
0,352,2015,0
0,314,495,0
0,314,1132,0
0,295,8059,0
0,333,283,0
0,358,2776,0
0,54540,8314,1
0,293,3141,0
0,239,2067,0
0,355,409,0
0,315,1244,0
0,322,1931,0
0,225,1061,0
0,214,3200,0
0,287,2839,0
0,206,7906,0
0,314,2895,0
0,304,13344,0
0,303,480,0
0,321,4564,0
0,272,622,0
0,314,2446,0
0,259,1263,0
0,217,2226,0
0,219,4219,0
0,330,13051,0
0,205,655,0
0,336,1202,0
0,166,511,0
0,147,8871,0
0,236,11001,0
0,217,12640,0
0,343,263,0
0,235,2698,0
0,319,1039,0
0,352,934,0
0,190,3731,0
0,192,753,0
0,201,16978,0
0,266,9146,0
0,247,4165,0
0,207,637,0
0,315,180,0
0,202,706,0
0,331,771,0
0,198,1328,0
0,159,389,0
0,294,6242,0
0,297,308,0
0,351,1269,0
0,257,6537,0
0,342,3758,0
0,229,1576,0
0,221,9736,0
0,227,7333,0
0,239,6250,0
844,334,284,0
0,213,2430,0
0,226,1025,0
0,158,2891,0
0,321,4123,0
0,218,2402,0
0,287,285,0
0,199,370,0
0,339,1006,0
0,297,3497,0
0,291,23440,0
0,210,19000,0
0,192,751,0
0,310,2446,0
0,294,1214,0
0,216,6252,0
0,330,453,0
0,231,403,0
0,265,278,0
0,206,8763,0
0,268,6471,0
0,288,24860,0
0,200,4065,0
0,191,315,0
0,246,1589,0
0,308,560,0
0,310,2118,0
0,315,1041,0
0,314,274,0
0,211,1896,0
0,235,1680,0
0,354,745,0
0,290,2420,0
0,349,4291,0
0,227,2058,0
0,323,2888,0
0,388,370,0
0,185,27742,0
0,190,10333,0
0,167,2375,0
0,392,327,0
0,294,18309,0
0,289,1079,0
0,307,633,0
0,243,338,0
0,251,598,0
0,303,673,0
0,303,336,0
0,271,2231,0
0,305,1000,0
0,213,10431,0
0,284,124,0
0,237,1888,0
0,324,3198,0
0,240,453,0
0,291,559,0
0,328,812,0
0,321,3413,0
0,306,471,0
0,237,720,0
0,205,1042,0
0,320,4624,0
0,268,8159,0
0,226,321,0
0,310,18775,0
0,297,1792,0
0,208,44018,0
0,244,354,0
0,234,1378,0
0,308,1380,0
0,347,1957,0
0,318,2367,0
0,242,691,0
0,197,2680,0
0,278,2380,0
0,217,711,0
0,326,880,0
0,237,2081,0
0,323,1680,0
0,285,1476,0
0,239,1387,0
0,307,2459,0
0,246,4608,0
0,326,392,0
0,152,3055,0
0,316,2596,0
0,196,296,0
0,240,370,0
0,155,4702,0
0,197,2305,0
0,319,2452,0
0,228,16617,0
0,219,392,0
0,246,2004,0
0,345,894,0
0,338,4428,0
0,333,259,0
0,310,10333,0
0,319,3518,0
0,232,2013,0
0,208,4321,0
0,167,13994,0
0,211,421,0
0,213,7790,0
0,307,2698,0
0,300,2350,0
0,249,5435,0
0,301,3476,0
0,259,319,0
0,220,2281,0
0,284,11233,0
0,205,682,0
0,312,301,0
0,393,808,0
0,235,6168,0
0,231,9499,0
0,197,2531,0
0,242,255,0
0,334,5369,0
0,361,9245,0
0,184,2263,0
0,231,1223,0
0,295,8422,0
0,319,2853,0
0,211,1797,0
0,236,1340,0
0,225,7347,0
0,241,488,0
0,241,608,0
0,222,7141,0
0,246,1098,0
0,165,1479,0
0,193,1336,0
0,276,1042,0
0,186,8226,0
0,190,365,0
0,323,1214,0
0,219,687,0
0,297,1257,0
0,206,63292,0
0,372,327,0
0,207,1227,0
0,205,3283,0
0,302,307,0
0,323,275,0
0,350,902,0
0,391,9530,0
0,293,3591,0
0,442,4962,0
0,280,295,0
0,213,307,0
0,219,1511,0
0,261,3726,0
0,167,4977,0
0,339,1466,0
0,314,9928,0
0,307,60990,0
0,219,516,0
0,306,1075,0
0,208,354,0
0,264,14506,0
0,207,1215,0
0,201,176,0
0,241,546,0
0,233,450,0
0,222,5965,0
0,230,639,0
0,393,1294,0
0,312,1997,0
0,247,5480,0
0,251,2079,0
0,217,449,0
0,339,1540,0
0,213,2676,0
0,277,16519,0
0,229,5390,0
2,205,187,0
0,246,8289,0
0,251,3221,0
0,252,560,0
0,299,1075,0
0,196,849,0
0,251,7653,0
0,235,7605,0
0,202,301,0
0,311,1839,0
0,355,295,0
0,288,1902,0
0,219,608,0
0,318,583,0
0,210,1630,0
0,288,2170,0
0,294,943,0
0,324,1415,0
0,214,18108,0
0,331,1191,0
0,257,7178,0
0,428,6875,0
0,315,607,0
0,356,1137,0
0,243,535,0
0,209,243,0
0,225,762,0
0,203,6175,0
0,319,8861,0
0,303,2970,0
0,343,255,0
0,233,338,0
0,236,1482,0
0,230,4405,0
0,316,960,0
0,200,597,0
0,294,20331,0
0,365,7445,0
0,286,3927,0
0,234,462,0
0,349,3445,0
0,325,1031,0
0,197,3127,0
0,214,1718,0
0,324,4518,0
0,229,482,0
0,342,10612,0
0,287,17733,0
0,235,2507,0
0,218,4704,0
0,231,2507,0
0,149,21544,0
0,216,1335,0
0,295,310,0
0,209,1284,0
0,313,6356,0
0,204,1595,0
0,247,9048,0
0,270,1074,0
0,218,6558,0
0,234,1589,0
0,232,348,0
0,224,43301,0
0,265,1591,0
0,159,9571,0
0,320,2513,0
0,312,1968,0
0,347,556,0
0,203,910,0
0,279,755,0
0,228,44324,0
0,234,483,0
0,200,559,0
0,343,484,0
0,332,302,0
0,221,1112,0
0,210,4620,0
0,315,10360,0
0,237,4898,0
0,163,16622,0
0,216,16918,0
0,258,695,0
0,193,2192,0
0,204,14682,0
0,283,2531,0
0,297,835,0
0,205,9790,0
0,212,25519,0
0,192,2408,0
0,289,6675,0
0,159,9520,0
0,240,13525,0
0,304,4727,0
0,223,1875,0
0,227,2042,0
0,192,1069,0
0,319,8898,0
0,286,659,0
0,274,2143,0
0,222,4777,0
0,345,506,0
0,179,5159,0
0,305,1143,0
0,342,637,0
0,189,8128,0
0,241,266,0
0,214,12929,0
0,232,1819,0
0,205,9285,0
0,346,2827,0
0,223,299,0
0,325,1480,0
0,246,301,0
0,290,405,0
0,240,2129,0
0,310,2195,0
0,215,7180,0
0,223,406,0
0,323,364,0
0,238,6106,0
0,345,2251,0
0,297,770,0
0,318,451,0
0,306,1075,0
0,244,370,0
0,240,1552,0
0,335,1617,0
0,286,6924,0
0,322,1973,0
0,223,8292,0
0,228,729,0
0,245,707,0
0,183,3383,0
0,330,310,0
0,285,2531,0
0,171,691,0
0,341,520,0
0,290,798,0
0,221,343,0
0,186,784,0
0,197,8832,0
0,191,869,0
0,294,1722,0
0,299,2326,0
0,209,702,0
0,239,620,0
0,334,736,0
0,197,1848,0
0,295,2531,0
0,310,667,0
0,224,753,0
0,284,659,0
0,239,911,0
0,235,1075,0
0,299,1435,0
0,208,12884,0
0,148,19983,0
0,366,256,0
0,221,8487,0
0,315,1610,0
0,305,2239,0
0,217,2757,0
0,290,10179,0
0,204,702,0
0,319,399,0
0,223,10554,0
0,234,1218,0
0,222,754,0
0,159,3752,0
0,197,3754,0
0,229,2048,0
0,262,1281,0
0,230,2689,0
0,267,3424,0
0,290,313,0
0,219,474,0
0,327,392,0
0,173,958,0
0,284,2417,0
0,306,261,0
0,291,1719,0
0,234,14570,0
0,320,5790,0
0,264,6011,0
0,315,526,0
0,302,891,0
0,224,2024,0
0,238,7892,0
0,237,392,0
0,350,364,0
0,332,828,0
0,220,3211,0
0,375,3958,0
0,331,1288,0
0,329,1358,0
0,238,370,0
0,216,384,0
0,293,4321,0
0,152,694,0
0,197,14102,0
0,349,6773,0
0,326,11972,0
0,293,489,0
0,275,316,0
0,193,7355,0
0,305,471,0
0,216,770,0
0,210,255,0
0,294,310,0
0,376,14362,0
0,194,290,0
0,210,5320,0
0,317,330,0
0,218,857,0
0,203,914,0
0,204,1337,0
0,233,22780,0
0,287,7956,0
0,219,1694,0
0,317,474,0
0,208,8856,0
0,251,7886,0
0,235,2507,0
0,299,7492,0
0,233,1103,0
0,208,678,0
0,370,8273,0
0,242,2307,0
0,243,3259,0
0,302,665,0
0,263,14591,0
0,201,313,0
0,210,1719,0
0,201,248,0
0,219,7213,0
0,226,1404,0
0,241,614,0
0,190,622,0
0,287,3205,0
0,288,434,0
0,239,1640,0
0,249,1461,0
0,221,6057,0
0,165,12074,0
0,217,421,0
0,480,7012,0
0,234,36749,0
0,333,1667,0
0,189,1274,0
0,208,969,0
0,167,1000,0
0,209,748,0
0,320,709,0
0,252,336,0
0,326,905,0
0,297,1155,0
0,232,2111,0
0,226,1443,0
0,237,1159,0
0,290,2409,0
0,165,17425,0
0,286,4061,0
0,265,4846,0
0,301,15021,0
0,244,524,0
0,54540,8314,1
0,297,298,0
0,330,1408,0
0,217,8422,0
0,313,180,0
0,342,3911,0
0,265,14525,0
0,250,273525,0
0,297,470,0
0,234,1461,0
0,239,11844,0
0,233,2750,0
0,222,481,0
0,187,5827,0
0,328,9986,0
0,325,293,0
0,255,6681,0
